followers_count,following_count,post_count,bio_length,profile_pic,label,follower_following_ratio
110994.0,88388.0,0.0,501,1,0,1.255744493093032
90987.0,89156.0,0.0,153,1,0,1.0205255896900973
121631.0,47922.0,0.0,991,1,0,2.538050622874194
119181.0,93348.0,0.0,230,1,0,1.2767249783072128
131283.0,79335.0,0.0,101,0,1,1.6547721085005547
122414.0,26312.0,0.0,826,1,0,4.652225135864402
23424.0,66985.0,0.0,176,1,0,0.34968500880781056
181713.0,130744.0,0.0,692,1,0,1.389827526865272
50020.0,100963.0,0.0,983,1,0,0.49542411156451804
122101.0,31551.0,0.0,926,1,0,3.86983392494929
107064.0,89813.0,0.0,231,0,1,1.1920635981027456
185345.0,101025.0,0.0,11,1,1,1.834626729752737
110692.0,124342.0,0.0,185,1,0,0.8902149698816982
87944.0,9637.0,0.0,760,1,0,9.124714671093589
149218.0,43258.0,0.0,931,1,0,3.4494093714602743
105883.0,140896.0,0.0,265,1,0,0.7514922248167101
187121.0,129553.0,0.0,901,1,0,1.4443475307593745
198291.0,26950.0,0.0,134,1,0,7.357463544951949
164904.0,127870.0,0.0,756,1,0,1.2896121872824957
186897.0,215.0,0.0,30,1,0,865.2638888888889
62628.0,105603.0,0.0,858,1,0,0.5930457179652285
75455.0,11523.0,0.0,455,1,0,6.547639708434572
93431.0,68689.0,0.0,258,1,0,1.3601834328140923
117850.0,23834.0,0.0,103,1,0,4.944409481854416
153376.0,34474.0,0.0,430,1,0,4.448905003625816
43590.0,43066.0,0.0,381,1,0,1.0121438688555042
109230.0,10400.0,0.0,468,1,0,10.501874819728872
64049.0,125211.0,0.0,512,1,0,0.5115244545251254
173634.0,10345.0,0.0,940,1,0,16.782717958631356
180157.0,33896.0,0.0,949,1,0,5.314836121190666
109561.0,28899.0,0.0,945,1,0,3.791038062283737
2698.0,28229.0,0.0,206,1,1,0.09557208643287284
95264.0,5583.0,0.0,646,1,0,17.060171919770774
25944.0,135969.0,0.0,446,1,1,0.19080679561668015
180002.0,71537.0,0.0,782,1,0,2.5161732226229416
174018.0,135639.0,0.0,88,0,1,1.2829401356531998
152911.0,74807.0,0.0,194,1,0,2.044046091327131
18052.0,129648.0,0.0,413,1,1,0.13923747965661132
26110.0,112652.0,0.0,121,1,1,0.2317736766885924
75771.0,144401.0,0.0,461,1,0,0.5247226492707857
146784.0,71792.0,0.0,115,1,0,2.04454473277339
153053.0,131300.0,0.0,195,1,0,1.16566515106511
44267.0,37052.0,0.0,35,1,0,1.1946940868485683
125122.0,46032.0,0.0,66,0,1,2.718093541589729
23781.0,33686.0,0.0,644,1,0,0.7059399768456674
161157.0,76981.0,0.0,280,1,0,2.093437426930971
128381.0,98802.0,0.0,478,1,0,1.299363379654464
197919.0,133881.0,0.0,10,1,1,1.4783092574057752
192450.0,42818.0,0.0,967,1,0,4.494500105093533
137853.0,100422.0,0.0,729,1,0,1.3727233801021679
92792.0,71927.0,0.0,321,1,0,1.2900678456234012
127953.0,79465.0,0.0,667,1,0,1.610160320136914
55021.0,113221.0,0.0,239,1,0,0.4859567928494462
140551.0,37333.0,0.0,59,1,0,3.764691701933894
189130.0,126457.0,0.0,649,1,0,1.495595375539705
21964.0,16576.0,0.0,561,1,0,1.3249683296133197
136607.0,119875.0,0.0,678,1,0,1.1395692215289133
119106.0,39405.0,0.0,164,1,0,3.022534639395016
3753.0,94000.0,0.0,830,0,1,0.03992510717971085
13550.0,31601.0,0.0,188,1,0,0.42877033099170936
127664.0,67946.0,0.0,486,0,1,1.878876182907266
197276.0,52116.0,0.0,980,1,0,3.78525241284034
165843.0,104186.0,0.0,91,1,0,1.5917820841371764
73535.0,62894.0,0.0,805,1,0,1.1691708402893712
93562.0,7465.0,0.0,887,1,0,12.531743905705866
61092.0,56754.0,0.0,288,1,0,1.0764161747863625
68845.0,92850.0,0.0,508,0,1,0.7414567425229669
118456.0,109765.0,0.0,74,1,0,1.0791684128054224
185461.0,92691.0,0.0,556,1,0,2.0008307081517285
51010.0,38871.0,0.0,427,0,1,1.3122556081498251
177653.0,29511.0,0.0,384,1,0,6.019686907020873
39358.0,80960.0,0.0,52,1,0,0.4861352997122071
193080.0,65776.0,0.0,174,1,0,2.935372546634842
52738.0,44462.0,0.0,672,0,1,1.1861097991588512
65323.0,32574.0,0.0,578,1,0,2.005310821181888
154741.0,102072.0,0.0,473,1,0,1.515983658754029
67177.0,78282.0,0.0,910,1,0,0.8581301176500645
93269.0,109779.0,0.0,360,0,1,0.8495991983967935
26741.0,18557.0,0.0,269,1,0,1.4409419118439486
112864.0,72104.0,0.0,406,1,0,1.5652728659593649
112186.0,137152.0,0.0,123,1,0,0.817962421529241
131931.0,144926.0,0.0,693,1,0,0.9103272682108924
90089.0,122013.0,0.0,375,0,1,0.738349697575688
169700.0,41081.0,0.0,391,0,1,4.130762864514873
7397.0,135440.0,0.0,181,1,1,0.05461418625083985
55685.0,119181.0,0.0,35,1,0,0.46722659461999294
177794.0,27094.0,0.0,211,1,0,6.561874884665067
50864.0,66766.0,0.0,895,1,0,0.7618134707265566
125662.0,83053.0,0.0,947,1,0,1.513015628386351
157386.0,1301.0,0.0,133,1,0,120.88018433179724
194811.0,81463.0,0.0,864,0,1,2.391375331434744
70472.0,24466.0,0.0,923,1,0,2.88028773449953
183739.0,26081.0,0.0,689,1,0,7.044666820029139
98511.0,24354.0,0.0,677,0,1,4.044795729829604
109756.0,93297.0,0.0,925,1,0,1.1764024952303371
118911.0,18300.0,0.0,490,1,0,6.49751379706027
143765.0,64384.0,0.0,848,1,0,2.2328958608371514
25347.0,95027.0,0.0,840,1,1,0.2667319105947721
168234.0,121684.0,0.0,987,1,0,1.3825368780046843
198940.0,60892.0,0.0,437,0,1,3.2670421887573284
106313.0,35525.0,0.0,838,1,0,2.9925406744356247
183160.0,6464.0,0.0,45,1,0,28.331013147718483
106086.0,16562.0,0.0,667,1,0,6.404999094366962
196810.0,107392.0,0.0,400,1,0,1.8326147886733772
89050.0,55514.0,0.0,487,1,0,1.6040709718094208
34703.0,113428.0,0.0,431,1,1,0.30594468786641865
110083.0,112564.0,0.0,427,1,0,0.97795051747879
80628.0,108047.0,0.0,747,1,0,0.7462239004886717
22676.0,32634.0,0.0,827,1,0,0.6948368316224912
156261.0,60.0,0.0,571,1,0,2561.655737704918
93389.0,9269.0,0.0,516,1,0,10.074325782092773
173184.0,23065.0,0.0,964,1,0,7.508193878435793
86207.0,2895.0,0.0,461,1,0,29.76761049723757
51668.0,80859.0,0.0,965,1,0,0.6389809547365818
15713.0,143424.0,0.0,902,1,1,0.10955551682063797
91911.0,104127.0,0.0,180,1,0,0.8826732483097726
49816.0,96426.0,0.0,144,1,0,0.5166187893432337
133888.0,11962.0,0.0,826,0,1,11.19184151132659
56255.0,33302.0,0.0,264,1,0,1.6891871603158874
112552.0,85382.0,0.0,734,1,0,1.3182015155241675
124254.0,4011.0,0.0,405,1,0,30.970588235294116
34759.0,129716.0,0.0,812,1,1,0.2679602519330543
142488.0,19782.0,0.0,968,1,0,7.202547641914776
133988.0,120654.0,0.0,954,1,0,1.1105051593386102
198347.0,9196.0,0.0,847,1,0,21.566489072523648
139757.0,43459.0,0.0,483,1,0,3.21576161988035
84901.0,87245.0,0.0,481,1,0,0.9731219769387708
71300.0,78863.0,0.0,236,1,0,0.9040880503144654
100694.0,123206.0,0.0,524,1,0,0.8172749924923097
11116.0,101010.0,0.0,338,1,1,0.11004742057795686
37509.0,32769.0,0.0,267,1,0,1.1446139761977419
132879.0,107529.0,0.0,931,1,0,1.2357388635729565
8160.0,24700.0,0.0,265,1,1,0.33035099793530626
39389.0,5269.0,0.0,527,1,0,7.474193548387097
112566.0,121631.0,0.0,91,1,0,0.9254636937647988
47259.0,43880.0,0.0,247,0,1,1.0769809256853764
21923.0,114003.0,0.0,18,1,1,0.1923002701659591
85986.0,139392.0,0.0,871,1,0,0.6168602440581665
191790.0,49589.0,0.0,389,1,0,3.867513611615245
30311.0,35897.0,0.0,387,1,0,0.8443645885564656
147723.0,14380.0,0.0,925,1,0,10.272095125512829
46848.0,70934.0,0.0,614,1,0,0.660435610065553
120980.0,55830.0,0.0,94,1,0,2.1668965270190395
96606.0,5529.0,0.0,429,1,0,17.469439421338155
107517.0,94598.0,0.0,794,1,0,1.1365553547077665
147448.0,82987.0,0.0,940,1,0,1.7767388056104496
111477.0,49178.0,0.0,724,1,0,2.266760202525468
133126.0,138009.0,0.0,36,1,0,0.9646112600536193
162693.0,121952.0,0.0,392,1,0,1.334063122678409
103732.0,39886.0,0.0,572,1,0,2.600646827287086
112898.0,49699.0,0.0,290,1,0,2.27158953722334
20937.0,76396.0,0.0,873,1,1,0.2740552639501551
117801.0,90678.0,0.0,302,1,0,1.2990990196186547
29860.0,25279.0,0.0,755,1,0,1.1811708860759493
192511.0,110776.0,0.0,916,0,1,1.7378246386885365
174093.0,101444.0,0.0,400,0,1,1.716131894129824
7405.0,106300.0,0.0,822,1,1,0.06966068052040902
117863.0,113793.0,0.0,343,1,0,1.0357575970613564
173719.0,116278.0,0.0,862,1,0,1.4939842963905778
15156.0,103247.0,0.0,517,1,1,0.14679218967921898
182484.0,8997.0,0.0,376,0,1,20.280506779284284
66695.0,106102.0,0.0,930,1,0,0.628587316098508
4504.0,85711.0,0.0,817,1,1,0.052548067948478626
6300.0,116045.0,0.0,164,0,1,0.05428881650380022
120890.0,40860.0,0.0,12,1,1,2.9585668485842245
126076.0,3225.0,0.0,24,1,0,39.08121512709238
59045.0,110114.0,0.0,735,1,0,0.5362121418517005
12188.0,113218.0,0.0,122,1,1,0.10764977609765146
160376.0,100764.0,0.0,128,0,1,1.5915843794968492
143951.0,107041.0,0.0,816,1,0,1.3448085798097942
116341.0,112224.0,0.0,633,1,0,1.036676319893072
32716.0,63656.0,0.0,546,1,0,0.5139419074100257
5544.0,76290.0,0.0,594,1,1,0.07266912217692782
184428.0,56633.0,0.0,308,0,1,3.256489034855387
192344.0,26655.0,0.0,435,1,0,7.21578631452581
179431.0,121118.0,0.0,181,1,0,1.4814438692525533
126068.0,3114.0,0.0,587,1,0,40.47126805778491
133634.0,26502.0,0.0,615,0,1,5.042221635286571
38365.0,49768.0,0.0,743,1,0,0.7708613795736302
133277.0,48128.0,0.0,814,1,0,2.769162043674292
199574.0,83123.0,0.0,42,1,0,2.400919108801309
178052.0,108255.0,0.0,403,1,0,1.644731007981082
21362.0,3174.0,0.0,928,1,0,6.728188976377953
119126.0,117769.0,0.0,604,1,0,1.0115139679035408
77510.0,35398.0,0.0,655,1,0,2.189609875985197
2874.0,135393.0,0.0,765,1,1,0.02122693767818367
192212.0,123549.0,0.0,589,1,0,1.5557426143261837
50113.0,72635.0,0.0,262,1,0,0.6899195990968666
112301.0,23760.0,0.0,69,1,0,4.726274146710997
94184.0,142432.0,0.0,660,1,0,0.6612512549760238
90277.0,141385.0,0.0,291,1,0,0.6385144215127382
38472.0,130674.0,0.0,213,0,1,0.2944097952936675
23333.0,136873.0,0.0,871,1,1,0.17047065184037874
91417.0,14130.0,0.0,821,1,0,6.469251999150803
135064.0,145343.0,0.0,146,1,0,0.9292712461470718
58876.0,147147.0,0.0,24,1,0,0.40011417076684697
153476.0,107215.0,0.0,322,1,0,1.431465452917475
128396.0,88095.0,0.0,995,1,0,1.457455503087541
177291.0,60942.0,0.0,108,1,0,2.9091282017623024
86421.0,143933.0,0.0,692,1,0,0.6004210263037225
70276.0,98970.0,0.0,250,1,0,0.7100665851613098
44069.0,82203.0,0.0,481,1,0,0.5360931341540558
107455.0,88177.0,0.0,714,1,0,1.2186146204268637
171895.0,72902.0,0.0,815,1,0,2.357859073014828
176602.0,92172.0,0.0,681,1,0,1.9159840734271425
19835.0,146702.0,0.0,174,0,1,0.1352051423624602
148506.0,20056.0,0.0,346,1,0,7.404198035598544
137970.0,138454.0,0.0,169,0,1,0.9964970568054603
116386.0,55739.0,0.0,1,1,1,2.088015787585217
47338.0,81685.0,0.0,645,1,0,0.5795117890458585
134513.0,48639.0,0.0,638,1,0,2.7654810855263157
76218.0,992.0,0.0,557,1,0,76.75528700906344
136972.0,72394.0,0.0,705,0,1,1.8920091166517026
150815.0,67657.0,0.0,361,1,0,2.2290786012001536
30751.0,27160.0,0.0,720,1,0,1.13217480946946
49382.0,45156.0,0.0,295,1,0,1.0935624598622584
179481.0,86442.0,0.0,569,1,0,2.0762930485984983
54050.0,117925.0,0.0,589,1,0,0.45833827993826637
97893.0,4136.0,0.0,201,1,0,23.662799129804206
170867.0,61868.0,0.0,288,1,0,2.7617546752008275
107460.0,82263.0,0.0,61,1,0,1.3062822133618595
136677.0,32167.0,0.0,501,1,0,4.248849788609799
93184.0,110957.0,0.0,779,1,0,0.8398132626759675
171841.0,15479.0,0.0,125,1,0,11.100839793281654
45719.0,119392.0,0.0,991,0,1,0.38292864740813953
187912.0,135895.0,0.0,48,1,0,1.3827632895743804
102951.0,19585.0,0.0,599,1,0,5.256356581231492
109621.0,148344.0,0.0,845,1,0,0.7389598570898918
105988.0,26619.0,0.0,772,0,1,3.981517655897821
187568.0,75069.0,0.0,178,1,0,2.4985746636472626
124128.0,39895.0,0.0,580,1,0,3.1112893523160214
149666.0,3720.0,0.0,878,1,0,40.22198333781242
43489.0,19267.0,0.0,927,1,0,2.2570583350633173
82994.0,146768.0,0.0,492,1,0,0.5654736354407266
36217.0,53364.0,0.0,432,1,0,0.6786657921858896
43530.0,51567.0,0.0,992,1,0,0.8441281414830903
178279.0,91229.0,0.0,571,1,0,1.954170777156637
163712.0,78518.0,0.0,301,1,0,2.0849985353863394
63213.0,82844.0,0.0,963,1,0,0.763027340213652
33833.0,90697.0,0.0,760,1,0,0.3730291737414276
149788.0,57196.0,0.0,989,1,0,2.6188086787768587
3425.0,115600.0,0.0,168,1,1,0.029627771386060674
96757.0,100625.0,0.0,976,1,0,0.9615506926639238
131378.0,131567.0,0.0,962,0,1,0.9985558798492035
176313.0,44755.0,0.0,268,1,0,3.939427115917419
115299.0,33324.0,0.0,363,1,0,3.459834958739685
197312.0,78929.0,0.0,623,1,0,2.499835297098695
185317.0,132624.0,0.0,99,0,1,1.3973006597549482
124024.0,51272.0,0.0,913,1,0,2.4188949349560196
65731.0,74462.0,0.0,214,1,0,0.8827337066731128
141569.0,54675.0,0.0,994,1,0,2.589234764796254
115673.0,73591.0,0.0,624,1,0,1.5718148711816502
6107.0,32363.0,0.0,96,1,1,0.18869731800766285
181413.0,77004.0,0.0,818,1,0,2.355860009090319
118020.0,40718.0,0.0,629,1,0,2.8984012377514183
26646.0,113627.0,0.0,547,1,1,0.2345020593515683
165661.0,26870.0,0.0,336,0,1,6.1650478210710435
163822.0,37394.0,0.0,358,1,0,4.380853055221286
154170.0,52057.0,0.0,289,0,1,2.961504475777018
197182.0,79795.0,0.0,395,1,0,2.4710762444232794
103751.0,80409.0,0.0,900,0,1,1.2902748414376322
182962.0,13016.0,0.0,815,1,0,14.055619574402705
36636.0,42137.0,0.0,359,0,1,0.8694290189377759
72996.0,131225.0,0.0,346,1,0,0.5562617164281468
4019.0,138925.0,0.0,123,1,1,0.028929070152455265
11098.0,12379.0,0.0,551,0,1,0.8964458804523425
18075.0,146864.0,0.0,652,1,1,0.12307220917168829
35782.0,121169.0,0.0,537,1,1,0.29530411818106794
56963.0,149172.0,0.0,653,1,0,0.3818586473423475
82079.0,126082.0,0.0,863,0,1,0.6509918069842882
10734.0,113089.0,0.0,906,1,1,0.09491555398355292
176094.0,11049.0,0.0,421,0,1,15.936108597285068
197397.0,131858.0,0.0,335,0,1,1.497030919391168
158828.0,122784.0,0.0,502,1,0,1.2935456285376878
105869.0,47691.0,0.0,56,1,0,2.219848192568984
130863.0,57986.0,0.0,661,1,0,2.2567644472036834
105515.0,94774.0,0.0,878,0,1,1.1133210234766553
54753.0,105315.0,0.0,911,1,0,0.5198925139579931
5806.0,57204.0,0.0,716,1,1,0.10149462459575212
150267.0,20085.0,0.0,75,1,0,7.481180922035248
180766.0,33980.0,0.0,465,0,1,5.319619787528325
182070.0,56117.0,0.0,284,1,0,3.2444135571474395
29597.0,145213.0,0.0,721,1,1,0.20381643643174902
10652.0,140416.0,0.0,385,1,1,0.07585976057030132
139793.0,15896.0,0.0,949,1,0,8.793671761967667
110632.0,89353.0,0.0,769,1,0,1.238131477046355
70321.0,29813.0,0.0,258,1,0,2.3586570067753403
2373.0,65679.0,0.0,476,1,1,0.036129719853836784
77580.0,141753.0,0.0,695,1,0,0.547286143600886
6660.0,3228.0,0.0,839,1,0,2.062558067513162
70036.0,135654.0,0.0,10,1,1,0.5162802698020714
87927.0,11397.0,0.0,971,0,1,7.7142481137041585
186843.0,37011.0,0.0,671,1,0,5.048173565330163
124051.0,79183.0,0.0,259,1,0,1.5666169933319862
144480.0,93254.0,0.0,392,1,0,1.54930030561364
32102.0,42317.0,0.0,599,1,0,0.758589725412354
142043.0,102489.0,0.0,368,1,0,1.3859205776173285
124867.0,40096.0,0.0,183,0,1,3.1141232511160437
118839.0,53785.0,0.0,15,1,0,2.2094783029041016
93853.0,52344.0,0.0,976,1,0,1.7929697201260866
52926.0,120382.0,0.0,755,1,0,0.4396467939825391
180803.0,110489.0,0.0,505,0,1,1.63637433251878
126146.0,11549.0,0.0,85,1,0,10.9217316017316
181377.0,25739.0,0.0,710,1,0,7.0465034965034965
22682.0,21209.0,0.0,9,0,1,1.0694012258368695
55614.0,107051.0,0.0,476,1,0,0.5195045398497926
187738.0,15116.0,0.0,163,1,0,12.418998478534101
31029.0,20045.0,0.0,23,1,0,1.5478898533373242
70318.0,35709.0,0.0,575,1,0,1.9691402968356202
127818.0,43617.0,0.0,311,1,0,2.9303957081938647
184083.0,119779.0,0.0,237,1,0,1.5368425446652196
95290.0,42919.0,0.0,461,1,0,2.2201770736253494
146415.0,83521.0,0.0,461,1,0,1.753011182682407
199104.0,6447.0,0.0,856,0,1,30.878411910669975
113637.0,5499.0,0.0,237,1,0,20.661272727272728
150585.0,39041.0,0.0,21,1,0,3.8570001536806515
3056.0,31315.0,0.0,179,1,1,0.09758589858219441
179824.0,132371.0,0.0,817,0,1,1.3584746018795515
114697.0,120506.0,0.0,558,1,0,0.9517870331184081
87240.0,136066.0,0.0,790,1,0,0.6411547252456511
185098.0,138561.0,0.0,735,1,0,1.3358496557497728
197489.0,91647.0,0.0,729,1,0,2.1548642632681565
189412.0,32355.0,0.0,498,1,0,5.853999258251947
187256.0,73805.0,0.0,474,1,0,2.5371379020675824
163170.0,68367.0,0.0,748,1,0,2.3866428738591154
170811.0,109906.0,0.0,715,0,1,1.5541412284931806
73528.0,117409.0,0.0,338,1,0,0.626249893535474
94481.0,77355.0,0.0,530,1,0,1.2213790785459435
17024.0,116220.0,0.0,691,1,1,0.14647955188821296
83618.0,87173.0,0.0,161,1,0,0.9592080207401289
86677.0,1996.0,0.0,991,1,0,43.40360540811217
73852.0,44387.0,0.0,796,1,0,1.663783004415608
82755.0,3089.0,0.0,60,1,0,26.781553398058254
28256.0,98827.0,0.0,84,1,1,0.28591087546039584
103486.0,20659.0,0.0,546,1,0,5.009002904162633
112571.0,45178.0,0.0,489,0,1,2.4916664822151886
25950.0,95965.0,0.0,4,0,1,0.27040826959548175
90857.0,81268.0,0.0,75,1,0,1.1179785650124894
32222.0,85042.0,0.0,252,0,1,0.37889067883306093
8313.0,106471.0,0.0,6,0,1,0.07807686527913442
5954.0,70111.0,0.0,680,1,1,0.08492126882701963
183067.0,100435.0,0.0,641,1,0,1.8227229280337727
132227.0,89242.0,0.0,472,1,0,1.4816512219445783
100240.0,113204.0,0.0,137,1,0,0.8854732564816041
74745.0,17199.0,0.0,357,1,0,4.345639534883721
116357.0,60038.0,0.0,811,0,1,1.9380236179816452
66622.0,57786.0,0.0,837,1,0,1.1528890580926505
