followers_count,following_count,post_count,bio_length,default_profile_image,has_bg_image,verified,account_age_days,follower_following_ratio,label,username_num_ratio
2022.0,558.0,360.0,47,0,1,0,180.0,3.6171735241502683,0,
2002.0,1278.0,797.0,52,1,1,0,666.0,1.5652853792025019,0,
1452.0,617.0,513.0,110,0,1,0,220.0,2.349514563106796,0,
78.0,96.0,35.0,54,1,0,0,-220.0,0.8041237113402062,1,
1468.0,1184.0,373.0,57,1,1,0,2014.0,1.238818565400844,0,
16.0,76.0,46.0,59,1,0,0,-553.0,0.2077922077922078,1,
98.0,342.0,21.0,35,0,0,0,1247.0,0.2857142857142857,1,
321.0,1321.0,435.0,57,1,0,0,301.0,0.2428139183055976,0,
81.0,838.0,298.0,20,0,0,0,925.0,0.09654350417163289,0,
16.0,299.0,13.0,75,0,1,0,2623.0,0.05333333333333334,0,
201.0,358.0,8.0,29,1,1,0,289.0,0.5598885793871866,1,
1881.0,374.0,161.0,78,1,1,0,1302.0,5.016,0,
2931.0,249.0,570.0,25,1,0,0,1068.0,11.724,0,
1409.0,1350.0,474.0,31,1,1,0,1629.0,1.0429311621021466,0,
332.0,185.0,42.0,53,0,0,0,636.0,1.7849462365591398,1,
419.0,145.0,37.0,116,0,1,0,1856.0,2.8698630136986303,1,
75.0,1043.0,12.0,58,1,0,0,-91.0,0.07183908045977011,0,
2155.0,1394.0,184.0,113,1,0,0,2903.0,1.5448028673835126,0,
360.0,146.0,23.0,52,1,1,0,2043.0,2.4489795918367347,1,
2038.0,1106.0,248.0,114,0,0,0,43.0,1.8410117434507678,0,
105.0,150.0,9.0,38,0,0,0,-500.0,0.695364238410596,1,
1150.0,992.0,342.0,43,0,0,0,-346.0,1.1581067472306144,0,
3.0,310.0,21.0,17,0,0,0,1801.0,0.00964630225080386,1,
43.0,483.0,25.0,61,1,1,0,1827.0,0.08884297520661157,1,
471.0,288.0,26.0,48,1,0,0,2866.0,1.6297577854671281,1,
1684.0,1187.0,370.0,40,1,1,0,2377.0,1.4175084175084176,0,
134.0,96.0,24.0,85,0,0,0,1858.0,1.3814432989690721,1,
199.0,14.0,41.0,38,0,1,0,112.0,13.266666666666667,1,
425.0,382.0,41.0,49,0,0,0,2103.0,1.1096605744125327,1,
268.0,174.0,25.0,78,1,1,0,2869.0,1.5314285714285714,1,
2431.0,1435.0,60.0,92,1,1,0,2263.0,1.6928969359331476,0,
306.0,113.0,37.0,118,1,1,0,950.0,2.6842105263157894,1,
129.0,207.0,29.0,82,0,1,0,2626.0,0.6201923076923077,1,
78.0,402.0,6.0,15,1,1,0,1601.0,0.1935483870967742,1,
442.0,330.0,19.0,38,0,1,0,-627.0,1.3353474320241692,1,
2840.0,796.0,521.0,63,0,1,0,2487.0,3.5633626097867,0,
1757.0,52.0,23.0,34,0,1,0,81.0,33.15094339622642,0,
787.0,741.0,119.0,134,1,1,0,-478.0,1.0606469002695418,0,
1488.0,946.0,749.0,71,1,1,0,-213.0,1.5712777191129883,0,
457.0,123.0,14.0,87,0,0,0,714.0,3.685483870967742,1,
491.0,160.0,6.0,65,1,1,0,841.0,3.049689440993789,1,
349.0,260.0,23.0,17,1,1,0,1988.0,1.3371647509578544,1,
326.0,0.0,38.0,27,0,1,0,2132.0,326.0,1,
133.0,416.0,21.0,22,1,1,0,1714.0,0.31894484412470026,1,
180.0,292.0,38.0,103,0,1,0,1070.0,0.6143344709897611,1,
200.0,172.0,50.0,84,0,0,0,-78.0,1.1560693641618498,1,
1521.0,55.0,45.0,52,1,1,0,2545.0,27.160714285714285,0,
2089.0,210.0,420.0,74,0,0,0,1039.0,9.90047393364929,0,
2357.0,490.0,425.0,65,1,1,0,2672.0,4.80040733197556,0,
15.0,253.0,10.0,38,1,0,0,2014.0,0.05905511811023622,1,
1905.0,142.0,769.0,64,1,1,0,1294.0,13.321678321678322,0,
1955.0,805.0,153.0,78,0,1,0,1220.0,2.425558312655087,0,
2900.0,364.0,67.0,28,0,0,0,2279.0,7.945205479452055,0,
1863.0,820.0,360.0,43,0,0,0,1696.0,2.269183922046285,0,
1019.0,747.0,682.0,24,1,1,0,657.0,1.3622994652406417,0,
217.0,1245.0,658.0,61,1,1,0,367.0,0.17415730337078653,0,
523.0,1309.0,200.0,93,1,0,0,2098.0,0.39923664122137403,0,
2010.0,1059.0,64.0,50,0,0,1,300.0,1.8962264150943395,0,
457.0,59.0,19.0,100,1,0,0,1111.0,7.616666666666666,1,
429.0,402.0,40.0,66,0,0,0,148.0,1.064516129032258,1,
190.0,483.0,43.0,36,1,0,0,739.0,0.3925619834710744,1,
2222.0,180.0,181.0,27,1,1,0,2268.0,12.276243093922652,0,
466.0,39.0,4.0,99,0,0,0,2883.0,11.65,1,
293.0,821.0,257.0,39,0,0,0,162.0,0.3564476885644769,0,
222.0,1068.0,184.0,54,0,0,0,476.0,0.2076707202993452,0,
758.0,823.0,573.0,52,1,0,0,750.0,0.9199029126213593,0,
132.0,43.0,23.0,24,0,1,0,2652.0,3.0,1,
3.0,122.0,34.0,37,1,1,0,-65.0,0.024390243902439025,1,
389.0,1075.0,310.0,82,0,1,0,1350.0,0.36152416356877326,0,
344.0,232.0,36.0,18,1,0,0,553.0,1.4763948497854078,1,
301.0,120.0,43.0,138,1,0,0,1738.0,2.487603305785124,1,
94.0,381.0,14.0,72,1,1,0,735.0,0.24607329842931938,0,
73.0,849.0,541.0,50,0,0,0,-118.0,0.08588235294117647,0,
1310.0,323.0,313.0,46,1,1,0,2629.0,4.04320987654321,0,
304.0,460.0,30.0,40,0,0,0,224.0,0.6594360086767896,1,
2046.0,247.0,730.0,39,1,0,0,662.0,8.25,0,
20.0,189.0,0.0,46,0,0,0,2786.0,0.10526315789473684,1,
103.0,495.0,27.0,78,0,1,0,2327.0,0.20766129032258066,1,
336.0,444.0,48.0,75,0,0,0,2453.0,0.755056179775281,1,
827.0,264.0,111.0,87,1,0,0,1994.0,3.120754716981132,0,
2642.0,181.0,41.0,82,0,1,0,1081.0,14.516483516483516,0,
624.0,374.0,129.0,49,1,0,0,2058.0,1.664,0,
23.0,471.0,41.0,68,0,0,0,1405.0,0.048728813559322036,1,
70.0,60.0,10.0,54,1,1,0,-645.0,1.1475409836065573,1,
263.0,285.0,14.0,108,1,0,0,2609.0,0.9195804195804196,1,
500.0,3.0,33.0,73,0,0,0,-46.0,125.0,1,
337.0,336.0,19.0,63,0,0,0,-276.0,1.0,1,
324.0,455.0,19.0,52,0,0,0,-433.0,0.7105263157894737,1,
945.0,152.0,49.0,82,0,1,0,1385.0,6.176470588235294,1,
2387.0,1195.0,550.0,90,0,1,0,-472.0,1.995819397993311,0,
420.0,500.0,46.0,33,0,1,0,2554.0,0.8383233532934131,1,
442.0,477.0,16.0,57,0,1,0,-155.0,0.9246861924686193,1,
755.0,409.0,746.0,89,1,1,0,170.0,1.8414634146341464,0,
390.0,301.0,145.0,50,1,0,0,1299.0,1.2913907284768211,0,
1271.0,1269.0,632.0,67,0,1,1,2441.0,1.000787401574803,0,
94.0,508.0,10.0,94,1,0,0,2088.0,0.18467583497053044,0,
192.0,130.0,46.0,48,0,0,0,460.0,1.465648854961832,1,
178.0,152.0,736.0,66,0,0,0,2115.0,1.1633986928104576,0,
195.0,33.0,1.0,55,1,0,0,1771.0,5.735294117647059,1,
6.0,363.0,10.0,51,0,1,0,644.0,0.016483516483516484,1,
2018.0,1103.0,134.0,39,1,1,0,664.0,1.8278985507246377,0,
497.0,156.0,23.0,59,0,0,0,2037.0,3.1656050955414012,1,
46.0,241.0,19.0,116,1,1,0,1683.0,0.19008264462809918,0,
317.0,475.0,45.0,20,1,0,0,835.0,0.6659663865546218,1,
1476.0,1046.0,398.0,43,0,1,0,-517.0,1.4097421203438396,0,
278.0,410.0,29.0,25,1,1,0,238.0,0.6763990267639902,1,
288.0,12.0,30.0,55,0,0,0,2362.0,22.153846153846153,1,
443.0,102.0,33.0,82,1,1,0,2672.0,4.300970873786408,1,
1352.0,404.0,26.0,76,0,1,0,2185.0,3.3382716049382717,1,
260.0,267.0,20.0,48,1,0,0,2791.0,0.9701492537313433,1,
94.0,22.0,32.0,30,0,1,0,-247.0,4.086956521739131,1,
1706.0,598.0,80.0,90,0,0,0,399.0,2.8480801335559267,0,
248.0,23.0,45.0,52,1,0,0,2984.0,10.333333333333334,1,
336.0,481.0,5.0,107,1,0,0,1643.0,0.6970954356846473,1,
2284.0,120.0,397.0,107,1,1,0,186.0,18.876033057851238,0,
2647.0,1353.0,408.0,94,1,1,0,700.0,1.9549483013293945,0,
1115.0,1053.0,284.0,78,0,1,0,-365.0,1.0578747628083491,0,
2363.0,234.0,143.0,25,0,1,0,1449.0,10.05531914893617,0,
9.0,161.0,38.0,46,0,1,0,2866.0,0.05555555555555555,1,
490.0,376.0,38.0,41,0,0,0,41.0,1.29973474801061,1,
412.0,280.0,28.0,107,0,1,0,-618.0,1.4661921708185053,1,
1406.0,595.0,519.0,59,1,1,0,289.0,2.359060402684564,0,
786.0,245.0,660.0,54,0,0,0,-52.0,3.1951219512195124,0,
1781.0,216.0,732.0,104,0,0,0,84.0,8.2073732718894,0,
78.0,1189.0,664.0,35,1,0,0,962.0,0.06554621848739496,0,
193.0,331.0,15.0,43,1,0,0,2104.0,0.5813253012048193,1,
471.0,405.0,34.0,37,0,1,0,972.0,1.1600985221674878,1,
191.0,402.0,16.0,19,0,1,0,1074.0,0.4739454094292804,1,
1895.0,1097.0,686.0,87,1,0,0,2225.0,1.7258652094717668,0,
113.0,984.0,20.0,43,1,0,0,346.0,0.11472081218274112,0,
2041.0,1155.0,135.0,106,1,1,0,1008.0,1.7655709342560553,0,
1737.0,1392.0,450.0,97,1,0,0,688.0,1.2469490308686288,0,
2925.0,163.0,229.0,48,0,1,0,-153.0,17.835365853658537,0,
695.0,693.0,757.0,43,1,0,0,1548.0,1.0014409221902016,0,
2124.0,834.0,628.0,96,1,1,0,829.0,2.5437125748502996,0,
1609.0,519.0,617.0,48,0,0,0,1252.0,3.0942307692307693,0,
325.0,78.0,12.0,74,0,0,0,2717.0,4.113924050632911,1,
384.0,446.0,15.0,94,0,1,0,2133.0,0.8590604026845637,1,
2091.0,115.0,255.0,54,1,0,0,2171.0,18.025862068965516,0,
55.0,447.0,11.0,99,1,0,0,141.0,0.12276785714285714,1,
2316.0,1173.0,332.0,83,0,1,0,2659.0,1.9727427597955707,0,
238.0,220.0,0.0,80,1,1,0,-239.0,1.0769230769230769,1,
100.0,617.0,7.0,116,0,1,0,1776.0,0.16181229773462782,0,
397.0,34.0,25.0,70,0,0,0,-341.0,11.342857142857143,1,
292.0,123.0,31.0,82,1,0,0,-321.0,2.3548387096774195,1,
368.0,140.0,21.0,88,1,1,0,1945.0,2.6099290780141846,1,
67.0,1407.0,20.0,80,1,0,0,1951.0,0.04758522727272727,0,
253.0,434.0,27.0,85,1,0,0,587.0,0.5816091954022988,1,
290.0,404.0,22.0,36,0,0,0,819.0,0.7160493827160493,1,
1060.0,501.0,733.0,34,0,1,0,1370.0,2.1115537848605577,0,
2072.0,1464.0,275.0,47,1,0,0,2237.0,1.4143344709897612,0,
24.0,488.0,16.0,67,0,1,0,899.0,0.049079754601226995,1,
721.0,1431.0,694.0,75,0,1,0,1101.0,0.5034916201117319,0,
2296.0,1297.0,377.0,55,0,0,0,2068.0,1.768875192604006,0,
88.0,1496.0,8.0,44,0,0,1,1674.0,0.058784235136940546,0,
2578.0,731.0,423.0,52,0,1,0,2088.0,3.521857923497268,0,
359.0,86.0,46.0,31,1,0,0,180.0,4.126436781609195,1,
1104.0,1246.0,744.0,44,1,1,0,-277.0,0.8853247794707297,0,
2756.0,1016.0,392.0,32,0,1,0,1044.0,2.7099311701081614,0,
863.0,182.0,789.0,31,1,1,0,1475.0,4.715846994535519,0,
253.0,372.0,37.0,85,1,1,0,1851.0,0.67828418230563,1,
2544.0,191.0,280.0,75,1,1,0,374.0,13.25,0,
2403.0,688.0,696.0,50,0,0,0,2767.0,3.4876632801161103,0,
2848.0,574.0,649.0,66,0,0,0,2423.0,4.953043478260869,0,
200.0,113.0,35.0,60,0,1,0,-371.0,1.7543859649122806,1,
2536.0,920.0,250.0,24,0,1,0,-646.0,2.753528773072747,0,
140.0,994.0,665.0,44,1,0,0,1152.0,0.1407035175879397,0,
2921.0,190.0,419.0,38,0,0,0,2444.0,15.293193717277488,0,
289.0,484.0,50.0,89,0,1,0,1297.0,0.5958762886597938,1,
2964.0,773.0,298.0,58,1,1,0,2281.0,3.8294573643410854,0,
330.0,54.0,216.0,58,0,0,0,940.0,6.0,1,
235.0,147.0,17.0,31,0,1,0,-193.0,1.587837837837838,1,
2476.0,1131.0,791.0,86,1,1,0,750.0,2.187279151943463,0,
155.0,35.0,3.0,70,1,1,0,1332.0,4.305555555555555,1,
778.0,737.0,707.0,73,0,1,0,729.0,1.0542005420054201,0,
2469.0,430.0,46.0,33,0,1,0,1658.0,5.728538283062645,0,
117.0,316.0,29.0,118,0,0,0,1558.0,0.36908517350157727,1,
429.0,287.0,46.0,30,0,0,0,-589.0,1.4895833333333333,1,
399.0,234.0,18.0,87,1,1,0,-240.0,1.6978723404255318,1,
894.0,1263.0,714.0,89,0,0,0,2635.0,0.7072784810126582,0,
1381.0,875.0,560.0,112,0,1,0,2292.0,1.57648401826484,0,
1461.0,310.0,237.0,49,0,0,0,-408.0,4.697749196141479,0,
472.0,106.0,28.0,63,0,0,0,2905.0,4.411214953271028,1,
1902.0,325.0,402.0,64,1,1,0,397.0,5.8343558282208585,0,
565.0,1275.0,575.0,59,0,1,0,854.0,0.4427899686520376,0,
344.0,164.0,33.0,26,1,0,0,2900.0,2.084848484848485,1,
97.0,18.0,49.0,44,1,1,0,-506.0,5.105263157894737,1,
2398.0,361.0,75.0,140,1,1,0,917.0,6.624309392265193,0,
2818.0,624.0,328.0,35,1,0,0,1581.0,4.5088,0,
887.0,1234.0,592.0,60,1,1,0,-217.0,0.7182186234817813,0,
24.0,229.0,40.0,45,1,0,0,2254.0,0.10434782608695652,1,
678.0,883.0,662.0,56,1,1,0,2496.0,0.7669683257918553,0,
1046.0,452.0,379.0,35,0,1,0,913.0,2.3090507726269314,0,
1312.0,1325.0,179.0,86,0,1,0,1690.0,0.9894419306184012,0,
896.0,1134.0,396.0,46,1,1,1,-238.0,0.7894273127753304,0,
1824.0,900.0,542.0,33,1,0,0,-641.0,2.0244173140954493,0,
515.0,937.0,419.0,16,0,0,0,153.0,0.5490405117270789,0,
1919.0,734.0,548.0,51,1,0,0,607.0,2.6108843537414965,0,
95.0,234.0,15.0,38,0,0,0,2690.0,0.40425531914893614,0,
1725.0,820.0,31.0,24,0,0,0,1272.0,2.1010962241169304,0,
1641.0,867.0,725.0,28,0,0,0,1190.0,1.890552995391705,0,
834.0,162.0,132.0,110,1,0,0,-328.0,5.116564417177914,1,
416.0,1095.0,759.0,28,0,0,0,2532.0,0.3795620437956204,0,
355.0,354.0,426.0,54,1,0,0,2249.0,1.0,0,
510.0,1444.0,310.0,48,1,1,0,2820.0,0.35294117647058826,0,
12.0,233.0,16.0,61,1,1,0,161.0,0.05128205128205128,0,
1836.0,650.0,691.0,81,0,0,0,2124.0,2.8202764976958523,0,
2045.0,522.0,524.0,61,0,0,0,764.0,3.910133843212237,0,
290.0,79.0,3.0,80,1,0,0,1216.0,3.625,1,
43.0,314.0,26.0,75,1,1,0,621.0,0.1365079365079365,1,
393.0,60.0,725.0,58,0,0,0,2820.0,6.442622950819672,0,
1532.0,171.0,180.0,35,1,0,0,2005.0,8.906976744186046,0,
2008.0,697.0,551.0,51,1,1,0,1747.0,2.8767908309455588,0,
450.0,152.0,578.0,69,1,0,0,737.0,2.9411764705882355,0,
1037.0,21.0,121.0,56,0,1,0,-90.0,47.13636363636363,1,
2645.0,1478.0,510.0,46,1,0,0,-603.0,1.788370520622042,0,
2275.0,656.0,552.0,60,0,0,0,-360.0,3.462709284627093,0,
411.0,417.0,43.0,36,1,0,0,477.0,0.9832535885167464,1,
2925.0,1285.0,573.0,70,0,1,0,22.0,2.274494556765163,0,
100.0,100.0,46.0,35,1,1,0,216.0,0.9900990099009901,1,
2058.0,82.0,115.0,64,1,1,0,1357.0,24.795180722891565,0,
2685.0,1419.0,543.0,67,1,1,0,2041.0,1.8908450704225352,0,
337.0,488.0,4.0,89,0,1,0,499.0,0.689161554192229,1,
1527.0,1257.0,465.0,58,1,0,0,917.0,1.213831478537361,0,
2644.0,984.0,704.0,22,1,1,0,1629.0,2.684263959390863,0,
2026.0,1218.0,433.0,84,0,0,0,987.0,1.6620180475799835,0,
186.0,307.0,26.0,120,0,0,0,-272.0,0.6038961038961039,1,
1305.0,421.0,79.0,61,1,1,0,1042.0,3.0924170616113744,0,
6.0,287.0,24.0,33,1,1,0,1614.0,0.020833333333333332,1,
1035.0,972.0,254.0,42,0,0,0,820.0,1.0637204522096608,0,
2622.0,550.0,662.0,95,1,0,0,2693.0,4.758620689655173,0,
3.0,15.0,20.0,83,1,1,0,1997.0,0.1875,1,
141.0,142.0,40.0,108,1,0,0,163.0,0.986013986013986,1,
497.0,441.0,13.0,35,0,0,0,-123.0,1.1244343891402715,1,
1191.0,946.0,452.0,31,0,0,0,1693.0,1.2576557550158396,0,
1733.0,829.0,19.0,42,0,1,0,-396.0,2.0879518072289156,0,
495.0,10.0,33.0,69,1,1,0,1430.0,45.0,1,
2737.0,221.0,135.0,28,1,0,0,-356.0,12.32882882882883,0,
1040.0,1056.0,30.0,72,0,0,0,294.0,0.9839167455061495,0,
274.0,162.0,27.0,99,0,1,0,1170.0,1.6809815950920246,1,
787.0,880.0,75.0,54,0,1,0,1932.0,0.8933030646992054,0,
2453.0,492.0,298.0,78,1,1,0,47.0,4.975659229208925,0,
1700.0,1463.0,462.0,45,0,1,0,-170.0,1.1612021857923498,0,
2756.0,954.0,720.0,105,1,0,1,767.0,2.88586387434555,0,
146.0,7.0,9.0,76,0,1,0,2564.0,18.25,1,
93.0,185.0,21.0,71,1,1,0,620.0,0.5,1,
1082.0,1097.0,713.0,69,0,0,1,2226.0,0.9854280510018215,0,
1187.0,1463.0,697.0,34,1,0,0,2839.0,0.8107923497267759,0,
147.0,1.0,39.0,45,0,1,0,558.0,73.5,1,
20.0,127.0,10.0,93,0,1,0,-576.0,0.15625,1,
1468.0,631.0,666.0,71,1,1,0,1569.0,2.3227848101265822,0,
403.0,692.0,253.0,59,1,1,0,822.0,0.5815295815295816,0,
1477.0,1048.0,121.0,48,1,0,0,170.0,1.4080076263107721,0,
554.0,312.0,160.0,48,1,0,0,1878.0,1.7699680511182108,0,
699.0,380.0,100.0,65,0,0,0,1347.0,1.8346456692913387,1,
1354.0,559.0,449.0,19,1,1,0,603.0,2.4178571428571427,0,
116.0,282.0,20.0,46,1,1,0,-116.0,0.4098939929328622,0,
373.0,188.0,651.0,97,1,0,0,1065.0,1.9735449735449735,0,
63.0,119.0,11.0,29,1,1,0,-171.0,0.525,1,
141.0,190.0,36.0,50,0,0,0,2161.0,0.7382198952879581,1,
2900.0,1198.0,574.0,80,0,1,0,45.0,2.4186822351959965,0,
327.0,159.0,22.0,74,1,1,0,2554.0,2.04375,1,
196.0,10.0,34.0,89,1,1,0,1527.0,17.818181818181817,1,
2274.0,355.0,599.0,76,0,0,0,2495.0,6.387640449438202,0,
118.0,88.0,1.0,28,1,0,0,-375.0,1.3258426966292134,1,
404.0,129.0,21.0,27,1,1,0,1602.0,3.1076923076923078,1,
367.0,173.0,17.0,62,0,0,0,586.0,2.1091954022988504,1,
2545.0,466.0,496.0,37,0,0,0,1369.0,5.449678800856531,0,
142.0,116.0,13.0,45,1,0,0,942.0,1.2136752136752136,0,
871.0,819.0,136.0,113,1,0,0,2065.0,1.0621951219512196,0,
17.0,124.0,0.0,73,0,0,0,-388.0,0.136,0,
1988.0,908.0,707.0,103,0,1,0,1397.0,2.187018701870187,0,
628.0,617.0,145.0,35,0,1,0,-343.0,1.0161812297734627,0,
2503.0,51.0,48.0,51,0,1,0,1595.0,48.13461538461539,0,
1809.0,84.0,320.0,70,0,0,0,2289.0,21.28235294117647,0,
2438.0,679.0,298.0,63,1,1,0,234.0,3.585294117647059,0,
101.0,637.0,7.0,77,0,1,0,467.0,0.15830721003134796,0,
2333.0,1456.0,770.0,40,1,0,1,365.0,1.601235415236788,0,
862.0,917.0,627.0,32,1,0,0,2942.0,0.9389978213507625,0,
1563.0,1249.0,57.0,91,0,1,0,2297.0,1.2504,0,
2395.0,944.0,637.0,76,1,0,1,2811.0,2.5343915343915344,0,
